,id_pelanggan,jam_main_mingguan,genre_favorit,pengeluaran_snack,waktu_main_utama,hardware_requirement,vip_lounge_visit,target_membership
541,542,44.79,RPG,68000,Malam,0,21,0
542,543,36.72,FPS,67000,Malam,1,14,1
543,544,25.48,RPG,31000,Sore,0,4,0
544,545,26.07,Casual,74000,Sore,0,0,1
545,546,8.89,RPG,83000,Malam,1,0,0
546,547,56.41,MOBA,26000,Subuh,1,18,1
547,548,36.12,MOBA,11000,Subuh,1,8,1
548,549,59.02,Casual,13000,Subuh,1,5,0
549,550,2.84,RPG,30000,Malam,1,4,1
550,551,51.63,Casual,36000,Sore,0,11,1
551,552,49.7,MOBA,76000,Pagi,1,10,0
552,553,59.93,RPG,94000,Subuh,0,7,1
553,554,15.25,RPG,34000,Malam,1,2,0
554,555,47.24,RPG,6000,Siang,0,10,0
555,556,55.08,FPS,77000,Sore,0,7,0
556,557,52.0,MOBA,42000,Malam,1,23,1
557,558,42.74,RPG,60000,Malam,1,15,1
558,559,21.17,FPS,65000,Subuh,1,3,0
559,560,51.8,MOBA,73000,Pagi,1,15,1
560,561,22.38,MOBA,40000,Sore,0,4,0
561,562,39.01,FPS,67000,Siang,1,5,1
562,563,36.36,RPG,24000,Pagi,0,21,0
563,564,11.01,Casual,70000,Pagi,0,2,0
564,565,27.84,Casual,96000,Sore,0,1,1
565,566,10.07,FPS,84000,Siang,1,1,0
566,567,6.6,RPG,10000,Pagi,0,0,0
567,568,52.98,Casual,71000,Sore,0,17,1
568,569,41.32,RPG,75000,Sore,1,7,0
569,570,13.76,FPS,64000,Pagi,1,4,0
570,571,20.78,RPG,46000,Malam,0,1,1
571,572,6.02,RPG,80000,Malam,0,2,1
572,573,16.85,MOBA,12000,Subuh,1,4,0
573,574,58.1,Casual,6000,Sore,0,12,0
574,575,2.21,MOBA,29000,Pagi,1,4,0
575,576,13.42,MOBA,90000,Siang,1,1,0
576,577,42.69,MOBA,81000,Subuh,1,14,1
577,578,9.5,RPG,5000,Sore,1,0,0
578,579,19.08,FPS,73000,Subuh,1,0,0
579,580,21.48,MOBA,68000,Pagi,1,4,1
580,581,53.48,Casual,7000,Subuh,0,20,0
581,582,34.02,MOBA,85000,Pagi,1,22,0
582,583,42.21,RPG,77000,Siang,0,21,0
583,584,31.1,FPS,60000,Siang,1,8,1
584,585,56.01,FPS,68000,Malam,0,7,0
585,586,11.79,MOBA,91000,Subuh,1,0,0
586,587,15.92,MOBA,40000,Sore,1,2,0
587,588,47.96,MOBA,99000,Pagi,1,24,1
588,589,16.53,FPS,64000,Siang,1,3,0
589,590,14.69,Casual,49000,Subuh,0,1,0
590,591,56.96,RPG,33000,Sore,0,17,0
591,592,28.51,FPS,72000,Siang,1,0,0
592,593,56.18,MOBA,43000,Siang,0,20,0
593,594,31.12,Casual,69000,Malam,0,24,0
594,595,51.33,FPS,85000,Pagi,1,15,1
595,596,15.01,RPG,49000,Subuh,1,2,0
596,597,23.41,Casual,24000,Sore,1,2,0
597,598,13.44,MOBA,69000,Subuh,1,1,0
598,599,45.22,RPG,55000,Subuh,0,15,0
599,600,20.6,MOBA,68000,Sore,1,2,0
600,601,41.03,MOBA,33000,Subuh,1,8,1
601,602,54.86,Casual,97000,Malam,0,21,1
602,603,37.74,MOBA,80000,Malam,1,12,1
603,604,51.12,MOBA,38000,Pagi,1,12,1
604,605,27.72,MOBA,11000,Pagi,1,3,0
605,606,21.14,FPS,47000,Siang,0,1,0
606,607,39.2,Casual,60000,Sore,0,7,0
607,608,4.28,RPG,49000,Subuh,0,1,1
608,609,22.05,Casual,91000,Pagi,0,1,0
609,610,21.18,FPS,87000,Malam,0,4,0
610,611,17.99,RPG,95000,Siang,1,0,0
611,612,7.88,FPS,39000,Sore,1,3,0
612,613,7.25,RPG,59000,Malam,1,1,1
613,614,56.62,Casual,84000,Subuh,1,17,0
614,615,22.33,RPG,98000,Sore,0,1,0
615,616,2.91,MOBA,87000,Malam,0,1,0
616,617,45.14,Casual,94000,Malam,1,13,0
617,618,47.14,Casual,38000,Malam,0,5,0
618,619,14.36,RPG,60000,Siang,0,1,0
619,620,49.42,MOBA,90000,Pagi,1,17,0
620,621,28.53,MOBA,92000,Sore,1,4,0
621,622,45.95,FPS,49000,Subuh,1,10,1
622,623,5.52,RPG,55000,Pagi,0,3,0
623,624,39.6,MOBA,97000,Pagi,1,18,0
624,625,25.64,RPG,54000,Subuh,0,2,0
625,626,21.93,Casual,70000,Siang,1,4,0
626,627,54.06,MOBA,15000,Malam,1,18,1
627,628,13.8,MOBA,22000,Sore,0,3,0
628,629,10.92,FPS,72000,Sore,1,2,0
629,630,19.47,MOBA,89000,Malam,1,1,0
630,631,17.86,MOBA,76000,Siang,0,4,0
631,632,44.16,RPG,90000,Malam,0,18,0
632,633,46.32,MOBA,29000,Siang,1,13,1
633,634,34.81,Casual,89000,Sore,1,15,1
634,635,57.98,Casual,27000,Sore,0,10,0
635,636,8.81,MOBA,79000,Sore,1,1,0
636,637,36.61,RPG,49000,Malam,0,13,0
637,638,37.74,RPG,45000,Malam,1,6,0
638,639,25.67,FPS,81000,Siang,0,1,0
639,640,48.49,FPS,68000,Malam,1,14,1
640,641,2.4,FPS,95000,Pagi,1,1,0
641,642,25.76,MOBA,25000,Pagi,0,2,0
642,643,35.41,MOBA,79000,Sore,1,20,1
643,644,22.48,Casual,98000,Siang,0,2,1
644,645,17.02,RPG,18000,Malam,0,3,0
645,646,50.11,FPS,26000,Pagi,1,12,1
646,647,6.63,Casual,10000,Malam,0,1,0
647,648,52.37,FPS,47000,Sore,1,19,1
648,649,10.52,MOBA,25000,Subuh,1,3,0
649,650,44.3,RPG,39000,Malam,0,9,1
650,651,35.51,RPG,71000,Sore,0,8,0
651,652,53.85,Casual,17000,Sore,0,10,0
652,653,47.64,Casual,69000,Malam,0,9,0
653,654,44.54,FPS,13000,Malam,1,6,0
654,655,27.23,RPG,99000,Subuh,1,2,1
655,656,52.1,RPG,99000,Subuh,0,14,0
656,657,20.49,FPS,53000,Subuh,1,0,0
657,658,6.87,RPG,7000,Subuh,0,0,1
658,659,12.51,RPG,25000,Subuh,0,3,0
659,660,8.43,Casual,14000,Sore,1,3,0
660,661,53.49,MOBA,62000,Siang,1,24,1
661,662,46.35,FPS,49000,Siang,1,17,1
662,663,39.48,RPG,11000,Siang,0,24,0
663,664,7.69,Casual,37000,Siang,0,3,0
664,665,28.45,FPS,64000,Pagi,1,3,0
665,666,46.87,RPG,57000,Sore,0,18,0
666,667,48.55,FPS,60000,Subuh,0,14,0
667,668,50.55,Casual,37000,Siang,0,10,0
668,669,18.31,MOBA,80000,Subuh,1,0,0
669,670,50.41,Casual,95000,Sore,0,17,1
670,671,13.86,Casual,36000,Sore,0,3,0
671,672,40.24,MOBA,17000,Malam,1,19,1
672,673,19.78,RPG,43000,Subuh,1,2,0
673,674,43.02,FPS,58000,Subuh,1,7,1
674,675,33.63,RPG,57000,Malam,0,12,0
675,676,19.58,RPG,13000,Subuh,1,2,1
676,677,52.54,RPG,90000,Malam,0,19,0
677,678,29.85,Casual,70000,Subuh,0,0,0
678,679,8.57,RPG,16000,Malam,0,3,0
679,680,59.69,RPG,64000,Sore,0,24,0
680,681,47.99,RPG,24000,Siang,1,20,0
681,682,18.59,FPS,56000,Malam,1,2,0
682,683,33.12,MOBA,10000,Siang,1,10,0
683,684,17.04,MOBA,29000,Pagi,1,0,1
684,685,33.14,Casual,74000,Sore,1,8,0
685,686,42.4,MOBA,37000,Sore,1,18,1
686,687,55.52,FPS,78000,Pagi,1,8,1
687,688,45.62,MOBA,34000,Malam,1,17,0
688,689,35.49,RPG,38000,Subuh,0,5,1
689,690,10.55,MOBA,52000,Sore,1,3,0
690,691,7.79,Casual,99000,Siang,0,4,1
691,692,39.25,MOBA,48000,Pagi,1,21,1
692,693,9.93,MOBA,30000,Subuh,0,2,0
693,694,8.48,FPS,69000,Malam,1,2,0
694,695,13.68,RPG,62000,Subuh,0,4,0
695,696,18.43,Casual,13000,Sore,0,0,0
696,697,18.48,Casual,58000,Sore,0,3,0
697,698,31.9,MOBA,77000,Pagi,1,15,0
698,699,55.03,Casual,79000,Subuh,0,5,1
699,700,59.28,MOBA,22000,Malam,0,23,0
700,701,35.26,FPS,6000,Siang,1,9,1
701,702,37.46,RPG,98000,Siang,1,5,0
702,703,21.74,MOBA,66000,Subuh,0,1,0
703,704,54.24,Casual,76000,Siang,0,15,1
704,705,35.69,FPS,53000,Siang,1,10,1
705,706,27.28,FPS,44000,Malam,1,2,0
706,707,34.72,FPS,83000,Subuh,1,14,0
707,708,50.4,RPG,68000,Siang,0,19,0
708,709,44.8,FPS,42000,Malam,1,17,1
709,710,53.13,Casual,85000,Malam,0,23,0
710,711,5.2,RPG,54000,Subuh,0,4,0
711,712,55.14,RPG,9000,Sore,0,9,0
712,713,20.49,Casual,85000,Pagi,0,3,1
713,714,47.99,MOBA,54000,Pagi,0,15,0
714,715,44.0,FPS,19000,Subuh,0,22,0
715,716,11.02,Casual,66000,Sore,1,0,0
716,717,2.42,FPS,7000,Pagi,0,2,1
717,718,33.44,Casual,35000,Subuh,0,24,0
718,719,48.05,MOBA,61000,Subuh,1,16,0
719,720,17.56,FPS,67000,Sore,1,4,0
720,721,57.74,FPS,26000,Pagi,1,15,1
721,722,11.67,MOBA,24000,Malam,1,3,0
722,723,22.96,Casual,81000,Subuh,0,4,1
723,724,9.26,RPG,49000,Malam,0,3,1
724,725,8.98,Casual,78000,Subuh,0,3,1
725,726,34.74,MOBA,91000,Pagi,1,10,0
726,727,40.48,RPG,72000,Malam,1,22,1
727,728,10.53,FPS,24000,Sore,1,1,0
728,729,49.82,RPG,39000,Subuh,0,10,0
729,730,44.94,FPS,81000,Siang,1,17,1
730,731,8.86,FPS,92000,Malam,1,0,0
731,732,19.82,FPS,52000,Pagi,1,4,0
732,733,7.18,RPG,22000,Malam,0,1,1
733,734,22.34,Casual,55000,Pagi,0,4,0
734,735,8.18,MOBA,90000,Siang,1,2,0
735,736,18.45,FPS,59000,Sore,0,3,0
736,737,23.7,FPS,58000,Subuh,1,0,0
737,738,6.18,MOBA,78000,Pagi,1,3,0
738,739,22.26,RPG,6000,Malam,0,0,0
739,740,16.69,RPG,20000,Subuh,0,3,1
740,741,53.27,FPS,94000,Siang,1,13,1
741,742,3.9,MOBA,10000,Subuh,0,4,0
742,743,51.69,Casual,45000,Subuh,0,13,0
743,744,19.44,Casual,94000,Subuh,1,1,1
744,745,46.19,FPS,19000,Malam,1,21,1
745,746,57.95,MOBA,60000,Siang,1,7,1
746,747,26.22,MOBA,35000,Subuh,1,2,0
747,748,31.88,MOBA,79000,Pagi,1,16,0
748,749,50.92,FPS,67000,Malam,1,23,1
749,750,54.29,MOBA,15000,Siang,1,24,1
750,751,33.21,FPS,87000,Sore,1,8,0
751,752,41.73,RPG,86000,Malam,0,18,1
752,753,31.12,RPG,34000,Siang,0,18,0
753,754,5.97,MOBA,68000,Sore,1,3,0
754,755,47.21,RPG,18000,Subuh,1,8,1
755,756,38.66,FPS,10000,Sore,1,20,1
756,757,23.62,FPS,83000,Siang,1,1,0
757,758,35.09,RPG,62000,Malam,1,7,1
758,759,7.22,Casual,50000,Subuh,1,0,0
759,760,9.22,MOBA,44000,Siang,0,2,0
760,761,38.25,Casual,71000,Subuh,0,12,1
761,762,9.22,MOBA,92000,Subuh,1,3,0
762,763,11.12,MOBA,47000,Subuh,0,4,0
763,764,4.72,RPG,29000,Siang,0,4,0
764,765,25.23,MOBA,24000,Siang,1,0,0
765,766,17.34,RPG,76000,Malam,0,0,1
766,767,26.68,Casual,5000,Sore,0,0,0
767,768,13.96,FPS,58000,Siang,0,2,0
768,769,43.72,FPS,27000,Pagi,0,8,0
769,770,5.31,RPG,64000,Subuh,0,3,1
770,771,7.37,MOBA,10000,Siang,1,0,0
771,772,48.34,FPS,75000,Sore,1,14,1
772,773,46.62,MOBA,6000,Siang,1,8,1
773,774,29.51,MOBA,58000,Siang,1,0,0
774,775,6.74,FPS,56000,Pagi,0,3,1
775,776,8.19,MOBA,37000,Sore,0,0,1
776,777,9.08,Casual,11000,Sore,0,0,0
777,778,25.63,MOBA,47000,Sore,1,4,0
778,779,32.69,FPS,96000,Siang,1,21,0
779,780,40.77,RPG,79000,Siang,0,23,0
780,781,2.22,MOBA,23000,Malam,1,4,0
781,782,29.12,FPS,87000,Malam,1,1,0
782,783,46.4,MOBA,53000,Pagi,1,11,1
783,784,17.77,RPG,88000,Subuh,1,2,1
784,785,12.46,FPS,53000,Pagi,1,4,0
785,786,47.79,MOBA,44000,Siang,1,19,1
786,787,21.79,RPG,71000,Subuh,0,4,0
787,788,46.05,FPS,53000,Subuh,1,19,1
788,789,38.36,FPS,94000,Sore,1,22,1
789,790,49.4,FPS,35000,Siang,0,6,0
790,791,33.56,Casual,18000,Siang,1,19,0
791,792,38.92,Casual,61000,Sore,1,18,0
792,793,28.88,RPG,15000,Subuh,0,3,0
793,794,41.71,FPS,86000,Pagi,1,15,0
794,795,12.93,Casual,19000,Pagi,0,4,0
795,796,24.44,Casual,17000,Pagi,0,0,0
796,797,57.98,Casual,73000,Subuh,0,14,1
797,798,12.53,Casual,34000,Subuh,0,0,0
798,799,7.78,Casual,95000,Malam,0,2,0
799,800,19.53,RPG,49000,Sore,1,3,0
800,801,41.79,MOBA,96000,Siang,1,7,1
801,802,54.66,FPS,33000,Malam,1,7,1
802,803,51.06,RPG,99000,Subuh,0,18,1
803,804,48.5,FPS,76000,Pagi,0,14,0
804,805,23.86,Casual,76000,Malam,0,3,0
805,806,45.21,RPG,16000,Malam,0,17,0
806,807,7.26,Casual,73000,Sore,0,3,1
807,808,53.98,Casual,56000,Siang,0,20,0
808,809,3.32,FPS,39000,Subuh,1,3,0
809,810,51.56,MOBA,62000,Malam,1,8,1
810,811,19.26,Casual,67000,Subuh,1,1,0
811,812,49.13,MOBA,36000,Sore,1,15,0
812,813,22.01,FPS,22000,Sore,0,4,0
813,814,38.48,FPS,32000,Siang,0,15,0
814,815,55.79,FPS,46000,Siang,1,16,0
815,816,32.4,MOBA,74000,Pagi,1,23,0
816,817,4.38,MOBA,21000,Siang,1,0,1
817,818,43.93,MOBA,17000,Siang,1,12,1
818,819,29.75,FPS,62000,Pagi,1,1,0
819,820,31.64,MOBA,82000,Malam,0,16,0
820,821,51.5,MOBA,31000,Subuh,0,11,0
821,822,23.88,FPS,36000,Subuh,1,3,0
822,823,3.42,MOBA,58000,Siang,0,2,0
823,824,58.38,Casual,22000,Pagi,0,5,0
824,825,5.42,FPS,48000,Malam,1,2,0
825,826,49.85,MOBA,11000,Siang,1,6,1
826,827,26.07,RPG,16000,Pagi,0,4,0
827,828,6.93,FPS,9000,Sore,1,4,0
828,829,20.61,Casual,64000,Malam,0,3,1
829,830,52.24,MOBA,87000,Subuh,1,8,1
830,831,41.43,MOBA,51000,Sore,1,5,0
831,832,25.73,FPS,51000,Pagi,1,1,0
832,833,15.73,FPS,26000,Sore,0,3,0
833,834,44.86,MOBA,41000,Malam,0,9,0
834,835,51.21,Casual,17000,Malam,1,19,0
835,836,39.27,MOBA,73000,Pagi,0,22,0
836,837,29.1,RPG,77000,Malam,0,3,1
837,838,28.98,RPG,71000,Subuh,1,4,1
838,839,9.73,RPG,85000,Sore,1,4,1
839,840,50.48,RPG,7000,Pagi,0,9,0
840,841,3.21,FPS,56000,Malam,1,2,0
841,842,56.19,FPS,47000,Subuh,1,18,0
842,843,26.29,FPS,37000,Pagi,1,2,0
843,844,48.08,MOBA,34000,Subuh,1,23,1
844,845,57.32,RPG,66000,Subuh,1,16,0
845,846,38.1,FPS,88000,Siang,1,6,1
846,847,24.23,FPS,18000,Siang,1,1,0
847,848,14.59,MOBA,50000,Siang,0,2,0
848,849,35.42,MOBA,69000,Siang,1,10,1
849,850,5.57,RPG,44000,Malam,0,2,1
850,851,51.55,FPS,73000,Pagi,1,19,1
851,852,56.39,MOBA,42000,Malam,1,21,0
852,853,51.91,RPG,46000,Siang,0,8,0
853,854,13.04,RPG,20000,Siang,1,4,0
854,855,30.66,FPS,86000,Subuh,0,8,0
855,856,47.02,FPS,24000,Pagi,0,8,0
856,857,49.41,RPG,99000,Malam,0,9,1
857,858,16.03,RPG,98000,Siang,0,3,1
858,859,38.52,MOBA,9000,Pagi,0,24,0
859,860,26.27,RPG,33000,Malam,0,0,1
860,861,47.73,Casual,50000,Siang,0,5,0
861,862,29.76,Casual,93000,Malam,0,0,1
862,863,9.43,MOBA,36000,Pagi,1,0,1
863,864,4.24,FPS,42000,Sore,1,4,0
864,865,16.27,Casual,16000,Siang,0,2,0
865,866,21.48,FPS,6000,Siang,1,1,1
866,867,32.71,FPS,7000,Siang,1,8,0
867,868,13.58,MOBA,32000,Sore,1,3,0
868,869,4.29,FPS,86000,Malam,1,4,0
869,870,33.08,MOBA,33000,Siang,1,16,0
870,871,51.26,RPG,21000,Malam,0,13,1
871,872,29.57,FPS,54000,Sore,1,3,0
872,873,12.06,FPS,53000,Sore,0,3,0
873,874,50.84,Casual,59000,Siang,0,21,0
874,875,52.21,MOBA,93000,Siang,1,22,0
875,876,16.49,FPS,87000,Sore,1,4,0
876,877,41.72,RPG,97000,Malam,0,15,0
877,878,16.74,Casual,75000,Malam,1,0,1
878,879,19.62,Casual,95000,Malam,0,3,1
879,880,25.26,MOBA,55000,Malam,1,3,0
880,881,1.16,RPG,63000,Siang,0,1,0
881,882,44.64,MOBA,43000,Siang,1,7,1
882,883,40.95,RPG,12000,Sore,0,11,0
883,884,52.78,MOBA,33000,Pagi,1,23,1
884,885,42.54,RPG,53000,Siang,1,7,0
885,886,15.26,Casual,73000,Sore,0,3,1
886,887,6.4,MOBA,85000,Sore,1,3,0
887,888,4.59,FPS,99000,Subuh,1,3,0
888,889,52.11,MOBA,34000,Sore,1,16,1
889,890,41.88,RPG,10000,Siang,0,17,0
890,891,10.23,Casual,46000,Subuh,0,4,0
891,892,43.61,FPS,59000,Siang,1,7,0
892,893,14.74,RPG,33000,Subuh,0,3,0
893,894,16.23,FPS,58000,Pagi,1,4,0
894,895,37.65,MOBA,82000,Malam,0,21,0
895,896,35.06,Casual,30000,Siang,0,11,0
896,897,6.03,FPS,46000,Siang,1,2,0
897,898,47.91,FPS,15000,Sore,1,6,1
898,899,28.57,RPG,92000,Malam,0,3,1
899,900,5.44,MOBA,64000,Siang,1,1,0
900,901,8.88,FPS,95000,Siang,1,1,0
901,902,34.76,Casual,31000,Subuh,0,11,1
902,903,16.55,Casual,62000,Sore,0,1,0
903,904,14.16,RPG,98000,Subuh,0,2,1
904,905,52.88,RPG,17000,Malam,1,15,0
905,906,3.36,RPG,14000,Siang,0,1,0
906,907,26.19,Casual,80000,Siang,0,3,1
907,908,4.9,MOBA,92000,Sore,1,1,0
908,909,40.07,MOBA,34000,Siang,1,19,1
909,910,3.35,FPS,18000,Subuh,1,2,0
910,911,40.58,MOBA,53000,Sore,0,15,0
911,912,27.32,RPG,23000,Siang,1,4,0
912,913,3.88,MOBA,63000,Siang,1,0,0
913,914,45.64,FPS,74000,Malam,0,9,0
914,915,35.68,Casual,17000,Malam,0,18,1
915,916,32.94,FPS,62000,Subuh,0,23,0
916,917,50.47,Casual,75000,Subuh,1,14,1
917,918,8.44,MOBA,34000,Pagi,1,0,0
918,919,31.26,FPS,15000,Sore,1,10,0
919,920,5.18,MOBA,84000,Malam,1,3,0
920,921,17.88,FPS,7000,Sore,1,3,1
921,922,13.39,RPG,73000,Sore,0,3,0
922,923,29.53,Casual,19000,Sore,1,3,0
923,924,9.65,FPS,29000,Pagi,1,0,0
924,925,19.26,RPG,93000,Sore,0,1,0
925,926,21.92,RPG,84000,Malam,0,0,1
926,927,7.11,RPG,25000,Malam,0,3,1
927,928,56.8,Casual,54000,Malam,0,20,0
928,929,20.81,RPG,15000,Malam,1,2,0
929,930,38.96,Casual,85000,Malam,0,8,0
930,931,10.73,Casual,67000,Siang,0,3,0
931,932,16.7,MOBA,21000,Pagi,1,2,0
932,933,59.51,FPS,22000,Sore,1,11,0
933,934,53.34,MOBA,15000,Sore,1,22,1
934,935,38.21,RPG,26000,Siang,0,14,0
935,936,56.49,FPS,88000,Pagi,1,8,0
936,937,16.81,FPS,5000,Siang,1,1,0
937,938,23.14,MOBA,48000,Pagi,1,2,0
938,939,24.91,MOBA,22000,Subuh,1,1,0
939,940,49.36,FPS,82000,Subuh,1,18,1
940,941,14.97,Casual,53000,Malam,0,4,1
941,942,57.9,Casual,75000,Sore,0,16,1
942,943,13.02,FPS,13000,Siang,1,2,0
943,944,25.55,FPS,91000,Sore,1,0,0
944,945,9.47,Casual,16000,Malam,1,1,0
945,946,29.5,MOBA,72000,Sore,1,1,0
946,947,5.17,MOBA,60000,Sore,1,1,0
947,948,51.68,MOBA,81000,Siang,1,16,1
948,949,36.65,RPG,91000,Sore,0,24,0
949,950,52.54,RPG,48000,Malam,0,12,1
950,951,57.59,RPG,86000,Subuh,0,19,0
951,952,41.7,RPG,7000,Malam,0,22,0
952,953,25.94,FPS,19000,Subuh,1,1,0
953,954,21.75,MOBA,65000,Subuh,1,4,0
954,955,52.15,FPS,56000,Pagi,1,22,0
955,956,54.79,FPS,100000,Siang,1,21,1
956,957,55.09,MOBA,91000,Siang,1,13,1
957,958,12.35,RPG,26000,Sore,1,1,0
958,959,38.26,MOBA,90000,Siang,1,13,1
959,960,18.84,FPS,21000,Siang,1,1,0
960,961,25.72,MOBA,41000,Siang,1,0,0
961,962,26.36,FPS,22000,Subuh,1,0,0
962,963,46.83,RPG,5000,Malam,0,13,0
963,964,15.65,Casual,26000,Malam,1,1,0
964,965,15.1,MOBA,9000,Siang,1,1,0
965,966,42.44,RPG,37000,Pagi,0,23,0
966,967,58.84,MOBA,80000,Pagi,0,7,0
967,968,54.04,MOBA,78000,Pagi,0,14,0
968,969,31.69,Casual,51000,Subuh,0,12,0
969,970,13.72,RPG,80000,Sore,1,4,0
970,971,57.18,RPG,59000,Malam,1,11,1
971,972,2.0,Casual,56000,Sore,0,1,0
972,973,1.85,MOBA,68000,Subuh,1,3,0
973,974,28.11,RPG,83000,Malam,0,0,1
974,975,29.63,FPS,83000,Pagi,0,4,0
975,976,36.86,FPS,96000,Malam,1,6,1
976,977,15.94,RPG,16000,Malam,1,4,1
977,978,45.46,Casual,54000,Malam,0,22,0
978,979,18.52,MOBA,86000,Malam,0,1,0
979,980,37.35,Casual,39000,Siang,0,21,0
980,981,14.91,FPS,77000,Siang,0,3,0
981,982,8.5,Casual,48000,Siang,1,4,0
982,983,30.86,FPS,23000,Pagi,1,18,0
983,984,35.48,FPS,52000,Subuh,1,18,0
984,985,33.7,FPS,37000,Subuh,1,23,0
985,986,47.84,FPS,55000,Pagi,0,14,0
986,987,7.27,Casual,21000,Subuh,0,0,0
987,988,20.07,MOBA,33000,Malam,1,4,1
988,989,23.26,FPS,23000,Sore,1,1,0
989,990,40.18,MOBA,45000,Pagi,1,9,1
990,991,44.78,RPG,49000,Subuh,0,11,0
991,992,43.64,Casual,23000,Subuh,0,21,0
992,993,14.83,MOBA,24000,Subuh,1,2,0
993,994,55.47,MOBA,17000,Subuh,1,7,1
994,995,16.64,MOBA,55000,Subuh,0,2,1
995,996,48.33,Casual,62000,Sore,0,15,0
996,997,45.62,MOBA,24000,Malam,0,19,0
997,998,42.26,MOBA,66000,Siang,1,6,0
998,999,52.68,FPS,77000,Siang,0,14,0
999,1000,56.83,RPG,69000,Sore,1,15,0
